"","x"
"1",8.10635031909031
"2",4.52055748678875
"3",7.47975955807214
"4",8.87107219722208
"5",9.24263781276554
"6",9.88951284119097
"7",3.90443873793507
"8",15.302859688991
"9",10.575409703651
"10",6.67907740704884
"11",9.95417350972917
"12",11.9488318642174
"13",14.5099872846874
"14",-0.345693481605917
"15",13.6613560046046
"16",6.67046574538134
"17",10.2467387956191
"18",6.02312985106138
"19",6.91026120464
"20",12.9394086082338
