,Bodega Bay,Crescent City,Eureka,Fort Bragg,Halfmoon Bay,Los Angeles,Monterey,Morro Bay,San Diego,San Francisco,Santa Barbara,Trinidad
1987-08-01,,,166.0,,,0.0,194.0,,0.0,0.0,327.0,
1987-09-01,,,708.0,,,20.0,208.0,,0.0,3150.0,71.0,
1987-10-01,,,0.0,,,0.0,9593.0,,0.0,1286.0,654.0,
1987-11-01,,,5824.0,,,62.0,1748.0,,0.0,808599.0,2893.0,
1987-12-01,,,3512601.0,,,0.0,4705.0,,0.0,929275.0,1408.0,
1988-01-01,,,1169568.0,,,0.0,4153.0,,0.0,403752.0,110.0,
1988-02-01,,,500102.0,,,0.0,4632.0,,5.0,456901.0,147.0,
1988-03-01,,,114330.0,,,0.0,9795.0,,0.0,182524.0,1552.0,
1988-04-01,,,145526.0,,,20.0,7934.0,,0.0,189400.0,308.0,
1988-05-01,,,152406.0,,,0.0,143.0,,50.0,64044.0,472.0,
1988-06-01,,,23701.0,,,0.0,23.0,,0.0,62089.0,118.0,
1988-07-01,,,2679.0,,,0.0,0.0,,0.0,150.0,0.0,
1988-08-01,,,70.0,,,0.0,0.0,,0.0,0.0,18.0,
1988-09-01,,,0.0,,,0.0,0.0,,0.0,0.0,16.0,
1988-10-01,,,37.0,,,62.0,15.0,,0.0,0.0,444.0,
1988-11-01,,,7591.0,,,90.0,13610.0,,0.0,960743.0,573.0,
1988-12-01,,,6533590.0,,,0.0,27357.0,,0.0,245542.0,552.0,
1989-01-01,,,588333.0,,,329.0,18595.0,,0.0,121765.0,990.0,
1989-02-01,,,394987.0,,,744.0,11192.0,,0.0,82707.0,1505.0,
1989-03-01,,,183146.0,,,173.0,5369.0,,0.0,47770.0,2593.0,
1989-04-01,,,144972.0,,,2.0,3602.0,,0.0,30609.0,2397.0,
1989-05-01,,,112436.0,,,0.0,72.0,,0.0,12249.0,528.0,
1989-06-01,,,17354.0,,,4.0,4.0,,0.0,11856.0,482.0,
1989-07-01,,,2770.0,,,0.0,762.0,,0.0,0.0,6.0,
1989-08-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
1989-09-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
1989-10-01,,,0.0,,,0.0,0.0,,0.0,0.0,2.0,
1989-11-01,,,1999.0,,,90.0,20168.0,,79.0,440083.0,4888.0,
1989-12-01,,,3280856.0,,,0.0,11259.0,,0.0,151982.0,3497.0,
1990-01-01,,,176647.0,,,10.0,5547.0,,59.0,53387.0,7369.0,
1990-02-01,,,42797.0,,,10.0,6756.0,,0.0,47469.0,8581.0,
1990-03-01,,,97830.0,,,780.0,3616.0,,0.0,23106.0,16185.0,
1990-04-01,,,140662.0,,,878.0,2974.0,,0.0,11784.0,7425.0,
1990-05-01,,,53318.0,,,0.0,69.0,,138.0,14474.0,938.0,
1990-06-01,,,8699.0,,,0.0,0.0,,0.0,20858.0,923.0,
1990-07-01,,,6202.0,,,0.0,0.0,,0.0,1343.0,700.0,
1990-08-01,,,33.0,,,0.0,0.0,,0.0,0.0,73.0,
1990-09-01,,,0.0,,,0.0,479.0,,0.0,0.0,260.0,
1990-10-01,,,0.0,,,0.0,481.0,,77.0,5910.0,727.0,
1990-11-01,,,0.0,,,363.0,18892.0,,0.0,685994.0,5176.0,
1990-12-01,,,8714876.0,,,913.0,7424.0,,0.0,152355.0,11757.0,
1991-01-01,,,1434323.0,,,492.0,5763.0,,0.0,98041.0,13487.0,
1991-02-01,,,231499.0,,,1184.0,6641.0,,0.0,106970.0,8445.0,
1991-03-01,,,96567.0,,,219.0,3308.0,,2.0,52838.0,7880.0,
1991-04-01,,,65499.0,,,285.0,4076.0,,0.0,53291.0,9150.0,
1991-05-01,,,41333.0,,,497.0,457.0,,0.0,47316.0,6743.0,
1991-06-01,,,12007.0,,,1058.0,173.0,,0.0,55079.0,3911.0,
1991-07-01,,,6943.0,,,72.0,76.0,,0.0,9.0,8.0,
1991-08-01,,,938.0,,,0.0,66.0,,0.0,63.0,150.0,
1991-09-01,,,0.0,,,0.0,0.0,,0.0,0.0,199.0,
1991-10-01,,,0.0,,,0.0,89.0,,0.0,0.0,145.0,
1991-11-01,,,1770.0,,,1127.0,12757.0,,0.0,259025.0,17134.0,
1991-12-01,,,1306568.0,,,541.0,19163.0,,0.0,238773.0,8747.0,
1992-01-01,,,6020359.0,,,1785.0,8422.0,,0.0,95290.0,11120.0,
1992-02-01,,,911080.0,,,1939.0,8677.0,,0.0,160525.0,10309.0,
1992-03-01,,,159819.0,,,166.0,6378.0,,0.0,68975.0,11594.0,
1992-04-01,,,206160.0,,,570.0,6407.0,,0.0,88017.0,14824.0,
1992-05-01,,,43525.0,,,654.0,1774.0,,0.0,56367.0,7535.0,
1992-06-01,,,20504.0,,,370.0,357.0,,0.0,28357.0,4347.0,
1992-07-01,,,8547.0,,,0.0,325.0,,0.0,130.0,376.0,
1992-08-01,,,43.0,,,0.0,0.0,,0.0,0.0,19.0,
1992-09-01,,,0.0,,,0.0,7.0,,0.0,0.0,0.0,
1992-10-01,,,0.0,,,0.0,40.0,,0.0,0.0,0.0,
1992-11-01,,,843.0,,,779.0,11719.0,,0.0,132472.0,17591.0,
1992-12-01,,,141824.0,,,858.0,7000.0,,0.0,31838.0,16218.0,
1993-01-01,,,120373.0,,,857.0,2527.0,,0.0,31013.0,22002.0,
1993-02-01,,,7848953.0,,,1879.0,3420.0,,0.0,44637.0,26158.0,
1993-03-01,,,1129319.0,,,4968.0,2323.0,,0.0,18869.0,24478.0,
1993-04-01,,,177610.0,,,3129.0,796.0,,0.0,3982.0,19120.0,
1993-05-01,,,156079.0,,,4046.0,2008.0,,0.0,3607.0,16373.0,
1993-06-01,,,29479.0,,,1870.0,0.0,,0.0,1798.0,6630.0,
1993-07-01,,,6073.0,,,1.0,0.0,,0.0,0.0,41.0,
1993-08-01,,,0.0,,,0.0,78.0,,0.0,0.0,5.0,
1993-09-01,,,0.0,,,0.0,0.0,,0.0,0.0,29.0,
1993-10-01,,,4264.0,,,0.0,458.0,,0.0,0.0,32.0,
1993-11-01,,,0.0,,,1688.0,8207.0,,0.0,220807.0,22386.0,
1993-12-01,,,2060657.0,,,3345.0,10718.0,,0.0,70717.0,27272.0,
1994-01-01,,,2939252.0,,,635.0,8516.0,,0.0,88707.0,32196.0,
1994-02-01,,,286610.0,,,222.0,9806.0,,0.0,98883.0,44761.0,
1994-03-01,,,147895.0,,,708.0,8401.0,,0.0,47851.0,53662.0,
1994-04-01,,,45648.0,,,0.0,3466.0,,0.0,35704.0,49280.0,
1994-05-01,,,39883.0,,,0.0,362.0,,0.0,16999.0,18251.0,
1994-06-01,,,19369.0,,,0.0,1752.0,,0.0,14811.0,6611.0,
1994-07-01,,,6463.0,,,0.0,0.0,,0.0,266.0,67.0,
1994-08-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
1994-09-01,,,40.0,,,0.0,0.0,,0.0,0.0,0.0,
1994-10-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
1994-11-01,,,6590.0,,,0.0,13619.0,,0.0,466637.0,10679.0,
1994-12-01,,,7501168.0,,,0.0,73657.0,,0.0,1363688.0,9662.0,
1995-01-01,,,1119268.0,,,89.0,8123.0,,0.0,226419.0,4407.0,
1995-02-01,,,836409.0,,,2102.0,28824.0,,0.0,444310.0,10024.0,
1995-03-01,,,212026.0,,,0.0,21216.0,,0.0,196044.0,2623.0,
1995-04-01,,,168030.0,,,0.0,10431.0,,0.0,102180.0,16511.0,
1995-05-01,,,137980.0,,,0.0,1753.0,,0.0,93330.0,5706.0,
1995-06-01,,,36671.0,,,0.0,2300.0,,0.0,63876.0,1932.0,
1995-07-01,,,24411.0,,,8.0,586.0,,0.0,0.0,0.0,
1995-08-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
1995-09-01,,,0.0,,,0.0,0.0,,42.0,0.0,0.0,
1995-10-01,,,1049.0,,,0.0,0.0,,0.0,0.0,0.0,
1995-11-01,,,6166.0,,,0.0,78291.0,,0.0,1015585.0,2332.0,
1995-12-01,,,3934176.0,,,128.0,23687.0,,608.0,354570.0,829.0,
1996-01-01,,,6084448.0,,,2772.0,3231.0,,0.0,124024.0,1335.0,
1996-02-01,,,1614560.0,,,0.0,1986.0,,0.0,129621.0,2820.0,
1996-03-01,,,577665.0,,,0.0,2660.0,,0.0,118885.0,3876.0,
1996-04-01,,,340720.0,,,561.0,2295.0,,0.0,57728.0,4461.0,
1996-05-01,,,349479.0,,,0.0,117.0,,0.0,42363.0,6926.0,
1996-06-01,,,160711.0,,,280.0,150.0,,0.0,63177.0,2626.0,
1996-07-01,,,52625.0,,,0.0,0.0,,0.0,7299.0,25.0,
1996-08-01,,,0.0,,,50.0,0.0,,0.0,0.0,40.0,
1996-09-01,,,0.0,,,50.0,91.0,,0.0,0.0,0.0,
1996-10-01,,,0.0,,,0.0,0.0,,0.0,0.0,50.0,
1996-11-01,,,842.0,,,0.0,10246.0,,15.0,707497.0,1229.0,
1996-12-01,,,1470512.0,,,0.0,12894.0,,0.0,353257.0,1254.0,
1997-01-01,,,386832.0,,,0.0,8915.0,,0.0,274479.0,768.0,
1997-02-01,,,134736.0,,,0.0,9916.0,,0.0,128084.0,593.0,
1997-03-01,,,41496.0,,,0.0,8899.0,,0.0,73857.0,1281.0,
1997-04-01,,,73219.0,,,0.0,6810.0,,0.0,55461.0,1321.0,
1997-05-01,,,46948.0,,,0.0,3088.0,,0.0,66101.0,2233.0,
1997-06-01,,,19804.0,,,7.0,2448.0,,0.0,60398.0,2324.0,
1997-07-01,,,16965.0,,,2.0,0.0,,0.0,9506.0,411.0,
1997-08-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
1997-09-01,,,0.0,,,3.0,0.0,,0.0,0.0,0.0,
1997-10-01,,,614.0,,,0.0,0.0,,0.0,7593.0,0.0,
1997-11-01,,,3917.0,,,0.0,4017.0,,0.0,1023042.0,365.0,
1997-12-01,,,6625866.0,,,0.0,10664.0,,0.0,786410.0,1171.0,
1998-01-01,,,507624.0,,,0.0,6806.0,,0.0,567423.0,4363.0,
1998-02-01,,,135104.0,,,17.0,2852.0,,0.0,259016.0,2851.0,
1998-03-01,,,285820.0,,,1.0,12923.0,,0.0,400598.0,4950.0,
1998-04-01,,,141060.0,,,458.0,11255.0,,0.0,300319.0,1289.0,
1998-05-01,,,67581.0,,,0.0,2234.0,,0.0,122754.0,81.0,
1998-06-01,,,17431.0,,,0.0,1214.0,,0.0,70221.0,250.0,
1998-07-01,,,11606.0,,,0.0,0.0,,0.0,6331.0,0.0,
1998-08-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
1998-09-01,,,0.0,,,0.0,0.0,,0.0,0.0,157.0,
1998-10-01,,,0.0,,,118.0,30.0,,0.0,0.0,0.0,
1998-11-01,,,2523.0,,,0.0,8671.0,,0.0,623418.0,2281.0,
1998-12-01,,,6782668.0,,,0.0,6733.0,,0.0,312212.0,2671.0,
1999-01-01,,,1108114.0,,,0.0,4135.0,,0.0,110506.0,1309.0,
1999-02-01,,,189633.0,,,0.0,2091.0,,0.0,83439.0,0.0,
1999-03-01,,,184703.0,,,0.0,3613.0,,0.0,46725.0,151.0,
1999-04-01,,,114174.0,,,0.0,3469.0,,0.0,29041.0,0.0,
1999-05-01,,,147170.0,,,0.0,1020.0,,0.0,21641.0,0.0,
1999-06-01,,,45989.0,,,0.0,428.0,,0.0,27611.0,15.0,
1999-07-01,,,14350.0,,,0.0,0.0,,0.0,3431.0,0.0,
1999-08-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
1999-09-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
1999-10-01,,,9494.0,,,0.0,0.0,,0.0,0.0,0.0,
1999-11-01,,,602.0,,,0.0,3165.0,,0.0,378024.0,67.0,
1999-12-01,,,5930736.0,,,0.0,7111.0,,0.0,240301.0,0.0,
2000-01-01,,,1051960.0,,,0.0,4003.0,,0.0,77580.0,366.0,
2000-02-01,,,389341.0,,,0.0,3468.0,,0.0,64315.0,570.0,
2000-03-01,,,136063.0,,,0.0,4199.0,,0.0,53474.0,721.0,
2000-04-01,,,184328.0,,,0.0,2820.0,,0.0,46082.0,1114.0,
2000-05-01,,,93136.0,,,0.0,1078.0,,0.0,22615.0,1400.0,
2000-06-01,,,27793.0,,,0.0,35.0,,0.0,27031.0,1086.0,
2000-07-01,,,9624.0,,,0.0,0.0,,0.0,1945.0,0.0,
2000-08-01,,,0.0,,,0.0,0.0,,0.0,514.0,0.0,
2000-09-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
2000-10-01,,,0.0,,,0.0,400.0,,0.0,0.0,0.0,
2000-11-01,,,5977.0,,,0.0,4193.0,,0.0,674222.0,31.0,
2000-12-01,,,3247191.0,,,0.0,7885.0,,0.0,325701.0,90.0,
2001-01-01,,,353000.0,,,0.0,2718.0,,0.0,153504.0,41.0,
2001-02-01,,,188103.0,,,0.0,2802.0,,0.0,107351.0,302.0,
2001-03-01,,,95296.0,,,14.0,2509.0,,0.0,88706.0,1220.0,
2001-04-01,,,43962.0,,,0.0,2742.0,,0.0,84912.0,2300.0,
2001-05-01,,,30856.0,,,0.0,845.0,,0.0,129301.0,3331.0,
2001-06-01,,,16656.0,,,0.0,2029.0,,0.0,84433.0,1471.0,
2001-07-01,,,12832.0,,,0.0,211.0,,0.0,2252.0,0.0,
2001-08-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
2001-09-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
2001-10-01,,,0.0,,,0.0,48.0,,0.0,0.0,0.0,
2001-11-01,,,0.0,,,0.0,405.0,,0.0,10114.0,0.0,
2001-12-01,,,1246153.0,,,0.0,9956.0,,0.0,855731.0,0.0,
2002-01-01,,,400697.0,,,0.0,14549.0,,0.0,354778.0,257.0,
2002-02-01,,,83247.0,,,0.0,18720.0,,0.0,171699.0,8975.0,
2002-03-01,,,43676.0,,,0.0,9168.0,,0.0,71261.0,4987.0,
2002-04-01,,,37322.0,,,0.0,7480.0,,0.0,67428.0,8511.0,
2002-05-01,,,26265.0,,,0.0,6488.0,,0.0,38935.0,5140.0,
2002-06-01,,,15233.0,,,0.0,1613.0,,0.0,43067.0,1143.0,
2002-07-01,,,44895.0,,,0.0,0.0,,0.0,1770.0,0.0,
2002-08-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
2002-09-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
2002-10-01,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
2002-11-01,581225.7,1592.0,479.0,17590.0,483934.57,,23880.79,1500.5,,1227964.0,,
2002-12-01,431486.8,1329048.8,736958.24,56940.27,322785.26,,26194.05,1416.0,,359450.5,,223965.0
2003-01-01,175854.4,2365105.1,2236100.58,235060.36,124022.63,,27083.52,4369.8,,130603.0,,511112.5
2003-02-01,67929.35,506144.2,415464.5,73880.25,77876.6,,13654.35,5014.5,,63321.0,,209787.0
2003-03-01,22791.8,90904.95,72536.0,24055.3,38517.45,,11248.0,4564.05,,12213.0,,32658.0
2003-04-01,17934.6,39369.55,77699.0,9822.0,21215.95,,5975.12,8248.1,,15849.0,,49565.0
2003-05-01,7120.15,17305.45,111570.0,2083.0,6343.2,,5427.59,3828.5,,8702.7,,9241.0
2003-06-01,6296.55,1790.15,21990.0,378.0,4555.8,,6579.64,2080.5,,4841.0,,1756.0
2003-07-01,,3799.15,4271.0,2849.85,112.9,,,,,169.0,,628.0
2003-08-01,,,,,,,,,,,,
2003-09-01,,,,,,,,,,,,
2003-10-01,,,,,,,,,,,,
2003-11-01,661902.87,52109.0,7255.0,11944.0,658534.56,,33906.3,795.0,,1460043.74,,
2003-12-01,418157.8,6369343.39,2515902.7,307818.7,521889.37,,70367.97,1457.0,,379810.3,,950237.5
2004-01-01,178447.1,1984995.25,994305.75,102066.1,220257.18,,38657.84,1800.5,,155481.6,,412881.5
2004-02-01,88563.4,633100.15,206653.5,29105.9,76891.83,,24560.8,5476.29,,63835.0,,121664.95
2004-03-01,41995.5,357096.65,115382.5,19124.0,29724.9,,16207.24,5247.9,,39677.08,,156222.4
2004-04-01,24644.8,159658.0,39268.0,6983.0,13080.25,,7365.5,4152.0,,28344.0,,105118.0
2004-05-01,17195.0,60132.75,63874.1,7561.0,10693.8,,5061.8,3172.35,,27679.0,,71168.0
2004-06-01,14888.0,4779.5,29777.0,3468.0,3455.15,,2377.4,1276.0,,13343.5,,7713.0
2004-07-01,,1347.0,18846.0,3398.4,,,,,,,,570.5
2004-08-01,,,,,,,,,,,,
2004-09-01,,,,,,,,,,,,
2004-10-01,,,,,,,,,,,,
2004-11-01,943655.14,1279.0,798.0,35547.0,652228.29,,32642.7,1102.0,,2072538.7,,
2004-12-01,592332.3,7845818.8,4112431.0,693015.2,267557.54,,42952.58,7529.0,,383797.3,,830009.0
2005-01-01,209520.4,1717627.7,949168.5,162412.0,100184.19,,21741.8,8078.5,,154416.27,,208204.0
2005-02-01,139417.8,672468.95,440935.0,71422.5,61494.46,,16043.8,12645.0,,84455.3,,187943.3
2005-03-01,43599.8,199417.0,107361.0,24400.6,31652.19,,9553.84,3073.0,,42133.3,,71431.0
2005-04-01,22887.0,159549.4,126228.0,13991.0,22038.65,,7627.22,7209.4,,22238.0,,105333.0
2005-05-01,16628.98,93619.45,144102.0,6667.6,14163.35,,2873.4,11646.2,,15178.44,,51593.0
2005-06-01,12178.9,19568.1,45004.0,1931.0,4321.0,,5156.82,5615.2,,13379.98,,3062.0
2005-07-01,,5778.0,5104.0,546.6,87.6,,,,,97.0,,703.0
2005-08-01,,,,,,,,,,,,
2005-09-01,,,,,,,,,,,,
2005-10-01,,,,,,,,,,,,
2005-11-01,180747.3,,,,282804.61,,110077.47,,,457952.0,,
2005-12-01,650761.35,,7215.0,617.0,924815.61,,129581.32,,,1455145.7,,
2006-01-01,219167.5,4286677.44,1114379.5,255764.0,235584.9,,26876.1,17318.0,,198599.0,,557442.0
2006-02-01,156156.3,5245082.81,1406570.25,293465.9,93438.16,,14765.6,51310.4,,79159.6,,468731.0
2006-03-01,46111.3,959913.05,519710.0,62091.0,28623.6,,8570.5,46656.8,,41760.0,,253407.05
2006-04-01,69875.7,574751.0,308361.0,45291.3,23139.95,,12368.3,46720.3,,42598.0,,145953.32
2006-05-01,44608.0,325606.55,298397.0,37082.15,27235.64,,10689.5,51466.9,,48334.0,,171901.0
2006-06-01,46006.0,168465.0,96313.0,25476.5,26533.09,,22419.3,34178.2,,40000.0,,50222.0
2006-07-01,,42338.5,29042.0,8280.0,452.0,,814.0,,,,,4120.0
2006-08-01,,,,,,,,,,,,
2006-09-01,,,,,,,,,,,,
2006-10-01,,,,,,,,,,,,
2006-11-01,861153.0,,,11673.0,771048.78,,69637.37,4758.4,,1706195.18,,
2006-12-01,334361.1,1278965.8,763585.5,153640.25,303114.47,,51328.93,11230.0,,150523.49,,246281.2
2007-01-01,274485.7,1912580.7,1113208.0,194296.9,143477.65,,17520.84,12150.25,,131040.03,,206420.0
2007-02-01,95285.4,417766.5,181569.5,61416.5,60124.04,,12269.99,16542.3,,121189.0,,80491.0
2007-03-01,134606.0,237314.0,78512.5,54000.05,61835.85,,21449.84,5055.5,,65273.07,,42338.0
2007-04-01,85888.0,77450.0,22765.0,5603.1,78107.3,,14544.8,16052.1,,53846.05,,36472.0
2007-05-01,92252.0,110652.0,99859.0,9100.6,55414.45,,6113.4,13183.3,,46960.7,,61850.0
2007-06-01,50055.4,30981.4,20358.5,12073.16,17126.6,,17363.8,6218.5,,22878.5,,8855.0
2007-07-01,1716.0,10372.0,3125.0,1852.6,,,,,,,,544.0
2007-08-01,,,,,,,,,,,,
2007-09-01,,,,,,,,,,,,
2007-10-01,,,,,,,,,,,,
2007-11-01,436.0,,,,15.6,,298471.58,,,1335.0,,
2007-12-01,455827.6,1559572.55,1050734.5,306997.2,258963.66,,13807.8,58.2,,391869.65,,186516.0
2008-01-01,182999.4,337283.2,278996.0,98316.0,132170.88,,4991.3,329.8,,150094.3,,43889.0
2008-02-01,223544.5,148307.4,49116.0,83488.6,113275.5,,13724.26,3386.0,,172566.75,,37364.0
2008-03-01,134491.25,57887.0,84932.0,67417.5,56969.85,,12478.1,1482.0,,154586.4,,35658.0
2008-04-01,119425.2,39130.6,95181.0,29701.9,96113.13,,15661.6,589.13,,188309.24,,32542.0
2008-05-01,201390.0,15140.6,38638.5,58724.6,70910.14,,23859.8,3792.7,,135724.8,,10788.0
2008-06-01,105881.4,4244.5,10472.5,49740.0,28788.2,,19101.8,2583.0,,47043.7,,4116.0
2008-07-01,1764.0,3967.0,8399.0,21576.0,831.2,,213.0,,,5956.0,,2299.0
2008-08-01,,,,,,,,,,,,
2008-09-01,,,,,,,,,,,,
2008-10-01,,,,,,,,,,,,
2008-11-01,85224.2,1846.0,1607.0,15835.0,115671.57,,12970.1,,,270540.76,,
2008-12-01,46861.1,1861183.79,1177735.16,264728.74,80504.74,,22072.2,398.0,,56482.05,,393066.0
2009-01-01,31374.8,373076.04,219683.64,53415.7,32520.38,,11107.48,221.0,,26352.9,,83564.0
2009-02-01,19019.0,102437.0,37637.99,24432.9,9487.19,,2344.8,,,7584.55,,15897.0
2009-03-01,17821.3,76999.0,27430.79,16052.0,5333.5,,5810.8,210.0,,11291.75,,15414.0
2009-04-01,34577.1,77164.0,40738.78,29605.65,6579.45,,12617.7,,,17218.0,,25178.0
2009-05-01,28202.7,28783.0,25590.82,20253.0,4049.04,,21573.0,309.0,,21105.0,,9197.0
2009-06-01,21595.0,16843.5,9765.0,9212.0,7556.7,,25086.3,1227.1,,23192.8,,2639.0
2009-07-01,1634.0,11226.5,9630.1,12688.7,93.25,,394.3,,,182.0,,532.0
2009-08-01,,,,,,,,,,,,
2009-09-01,,,,,,,,,,,,
2009-10-01,,,,,,,,,,,,
2009-11-01,112710.9,,,838.0,430887.67,,37153.7,,,702181.25,,
2009-12-01,106829.63,6680330.66,3630954.39,54704.0,294654.3,,47884.0,,,361892.0,,1042118.0
2010-01-01,82225.01,691712.0,391563.5,11243.0,127945.39,,15613.1,2349.0,,116601.7,,121151.0
2010-02-01,58629.3,306138.0,194570.97,12243.6,89914.1,,20022.7,,,96297.0,,77379.0
2010-03-01,58637.3,147985.5,96666.6,8465.25,77495.85,,38224.4,113.0,,91073.65,,46783.0
2010-04-01,23836.33,56116.0,50965.15,4964.6,43036.25,,26722.92,40.0,,30364.95,,37319.0
2010-05-01,37252.0,17546.0,47273.4,1177.3,34403.5,,36365.92,111.3,,23756.65,,15511.0
2010-06-01,79018.3,4826.0,10949.5,257.0,39172.09,,32831.86,145.0,,16945.2,,6130.0
2010-07-01,1106.0,2661.0,11478.4,1223.9,2057.0,,,,,,,
2010-08-01,,,,,,,,,,,,
2010-09-01,,,,,,,,,,,,
2010-10-01,,,,,,,,,,,,
2010-11-01,581225.7,1592.0,479.0,17590.0,483934.57,,23880.79,1500.5,,1227964.0,,
2010-12-01,431486.8,1329048.8,736958.24,56940.27,322785.26,,26194.05,1416.0,,359450.5,,223965.0
2011-01-01,175854.4,2365105.1,2236100.58,235060.36,124022.63,,27083.52,4369.8,,130603.0,,511112.5
2011-02-01,67929.35,506144.2,415464.5,73880.25,77876.6,,13654.35,5014.5,,63321.0,,209787.0
2011-03-01,22791.8,90904.95,72536.0,24055.3,38517.45,,11248.0,4564.05,,12213.0,,32658.0
2011-04-01,17934.6,39369.55,77699.0,9822.0,21215.95,,5975.12,8248.1,,15849.0,,49565.0
2011-05-01,7120.15,17305.45,111570.0,2083.0,6343.2,,5427.59,3828.5,,8702.7,,9241.0
2011-06-01,6296.55,1790.15,21990.0,378.0,4555.8,,6579.64,2080.5,,4841.0,,1756.0
2011-07-01,,3799.15,4271.0,2849.85,112.9,,,,,169.0,,628.0
2011-08-01,,,,,,,,,,,,
2011-09-01,,,,,,,,,,,,
2011-10-01,,,,,,,,,,,,
2011-11-01,150323.3,,,,108286.34,,53962.0,,,260702.5,,
2011-12-01,3306968.32,,,55534.0,2268780.77,,193707.61,,,5088519.8,,
2012-01-01,806262.65,3627967.0,2775337.9,541435.04,323167.47,,104696.6,7799.5,,1040373.05,,236666.0
2012-02-01,257197.8,2804358.01,2060230.0,668381.5,137469.32,,59312.8,22307.9,,241044.9,,347954.0
2012-03-01,212815.0,661926.75,580832.45,425911.0,89867.75,,49008.4,30517.4,,150303.01,,47892.0
2012-04-01,87257.0,210152.0,231257.0,213081.5,39490.31,,31448.9,30644.7,,54945.75,,112019.0
2012-05-01,89006.0,173300.0,166016.0,60473.0,10549.53,,36328.9,27909.3,,61654.74,,77156.0
2012-06-01,63710.0,41395.0,59557.0,28525.6,2794.87,,42871.79,25286.8,,30745.45,,21100.0
2012-07-01,3016.0,8773.0,39858.49,944.2,,,72.7,,,,,7768.0
2012-08-01,,,,,,,,,,,,
2012-09-01,,,,,,,,,,,,
2012-10-01,,,,,,,,,,,,
2012-11-01,885864.9,,,628.0,1247082.15,,119616.57,23575.0,,1521171.95,,
2012-12-01,336161.4,,,,491889.96,,175169.9,42455.18,,525337.4,,
2013-01-01,272951.3,6205882.86,3741464.0,322665.0,250649.72,,99392.9,82642.7,,202774.1,,665867.0
2013-02-01,121770.0,1859333.0,1232377.0,103408.93,102738.78,,76712.46,73587.5,,71811.9,,252280.0
2013-03-01,132928.0,570104.0,388281.5,77449.0,37556.31,,47161.8,82662.75,,52664.5,,168817.0
2013-04-01,27064.0,242866.0,117133.0,21998.0,10649.04,,48671.92,88281.45,,31152.5,,89916.0
2013-05-01,62730.0,184652.0,154298.0,10380.45,9927.05,,41843.6,42425.4,,27296.65,,67439.0
2013-06-01,47293.0,83519.0,32592.3,4556.0,11084.86,,57685.4,65128.0,,25491.7,,13505.0
2013-07-01,4077.0,33754.0,17503.0,4565.0,868.0,,,,,55.0,,2146.0
2013-08-01,,9775.0,4444.3,5734.0,,,,,,881.0,,
2013-09-01,,,,,,,,,,,,
2013-10-01,,,,,,,,,,,,
2013-11-01,1530880.9,,63392.0,4019.0,1459263.8,,119195.11,24191.4,,2905453.44,,
2013-12-01,565988.0,1989074.27,1448551.32,322359.04,515067.15,,181221.8,79944.8,,557289.48,,405806.0
2014-01-01,182098.76,686861.0,377416.82,112946.75,112314.19,,156190.0,159174.5,,175153.45,,203907.0
2014-02-01,89596.55,225711.0,131225.0,38602.0,63019.85,,115633.0,156060.0,,120459.1,,89117.0
2014-03-01,72228.45,120975.18,78802.4,21517.0,51090.54,,93375.6,98329.5,,97338.63,,58800.0
2014-04-01,60697.45,45175.62,48300.0,7290.25,65013.18,,51660.1,123254.4,,77595.2,,26271.0
2014-05-01,44723.55,50442.96,70638.25,7413.0,31629.2,,44022.8,45201.3,,55592.74,,35009.0
2014-06-01,34219.3,13763.8,14363.0,3330.0,37350.08,,77020.4,49555.0,,39517.4,,7057.0
2014-07-01,,2548.8,10225.0,1962.0,3035.0,,,,,,,
2014-08-01,,,,,,,,,,,,
2014-09-01,,,,,,,,,,,,
2014-10-01,,,,,,,,,,,,
2014-11-01,2039110.57,3044.0,15845.0,10647.0,1574711.07,,310338.7,46423.1,,4620577.31,,
2014-12-01,444715.9,1098593.86,898486.5,333373.0,538677.69,,172345.48,59157.4,,821981.13,,317171.0
2015-01-01,185005.1,127937.35,128020.52,128629.0,249009.07,,159098.01,207131.25,,243882.95,,58181.0
2015-02-01,78766.35,22341.58,22662.0,11495.0,49658.83,,77123.77,139180.4,,98660.48,,10425.0
2015-03-01,28386.04,11870.4,6180.0,1010.25,35379.84,,49388.5,162175.0,,50996.48,,3367.0
2015-04-01,22823.6,5011.06,12270.05,409.0,22708.51,,30613.9,81612.9,,18325.98,,2188.0
